["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(25, 3)
1.9673880056250000e+14 9.8133774736358514e-01 6.1292029497411322e+00
1.9725927357986109e+14 9.8274774887141403e-01 6.5017476814298965e+00
1.9777974659722222e+14 9.8209144188772779e-01 6.8722557956395880e+00
1.9830021961458331e+14 9.8390278495716676e-01 7.2449383445291717e+00
1.9882069263194444e+14 9.8266464330696512e-01 7.6158131016894171e+00
1.9934116564930553e+14 9.8469585819127747e-01 7.9882652737270003e+00
1.9986163866666666e+14 9.8316404310775951e-01 8.3597041135872843e+00
("port 2","mode 1",1,"port 2",1,"transmission")
(25, 3)
1.8737028625000000e+14 3.5415961595583246e-03 -3.1023187591968981e+00
1.8789075926736112e+14 3.6939947883531301e-03 -3.2323412720803502e+00
1.8841123228472222e+14 2.6735712069434546e-03 -3.1793207503243233e+00
1.8893170530208334e+14 3.1457837887866550e-03 -3.3273642881204752e+00
1.8945217831944444e+14 2.3584605284436232e-03 -3.2446023837885476e+00
1.8997265133680556e+14 2.8830696329299899e-03 -3.2692136360026196e+00
1.9049312435416666e+14 1.9722302736484769e-03 -3.0329302518922168e+00
1.9101359737152778e+14 2.1682025450917445e-03 -3.0303797344227781e+00
1.9153407038888888e+14 1.1343545276378691e-03 -2.5535219650676821e+00
1.9205454340625000e+14 1.0538439746795158e-03 -2.7859384724374188e+00
1.9257501642361109e+14 3.6680372597951318e-04 -1.3271614885026628e+00
1.9309548944097222e+14 2.5461122982578250e-04 -3.1611049479137070e+00
1.9361596245833331e+14 5.5684769508946403e-04 -6.2673962152653999e+00
1.9413643547569444e+14 1.6284909287043222e-04 -5.0581930402301900e+00
1.9465690849305556e+14 8.9475768289491199e-04 -6.2885162626313971e+00
1.9517738151041666e+14 5.6168952816769457e-04 -6.1829879118966744e+00
1.9569785452777778e+14 1.4910068869705248e-03 -6.2336942495875425e+00
1.9621832754513888e+14 1.1181407961403046e-03 -6.0250387906645644e+00
1.9673880056250000e+14 1.8131871308801110e-03 -6.0484141173410935e+00
1.9725927357986109e+14 1.1978985055734709e-03 -5.8850266326090326e+00
1.9777974659722222e+14 1.7082423180236588e-03 -6.0788193909568049e+00
1.9830021961458331e+14 1.1529486651025466e-03 -6.2357552272435246e+00
1.9882069263194444e+14 2.0205504715418185e-03 -6.3558620682665703e+00
1.9934116564930553e+14 1.8381496834688983e-03 -6.4732350336231477e+00
1.9986163866666666e+14 2.7856351646242529e-03 -6.3589452557493660e+00
("port 2","mode 1",1,"port 4",1,"transmission")
(25, 3)
1.8737028625000000e+14 5.5329532605012460e-04 1.5543749146178008e+00
1.8789075926736112e+14 3.1522132043322213e-04 2.0012087760113211e+00
1.8841123228472222e+14 5.8604847231684680e-05 3.2379360678969964e+00
1.8893170530208334e+14 2.6442858198696609e-04 5.4693230416015819e+00
1.8945217831944444e+14 5.3647480673678371e-04 6.0328199283214792e+00
1.8997265133680556e+14 7.4384077675824806e-04 6.5014112977245464e+00
1.9049312435416666e+14 9.0383999168011056e-04 6.9835883987116851e+00
1.9101359737152778e+14 9.6886439137736644e-04 7.4879622324696689e+00
1.9153407038888888e+14 9.8153729515112922e-04 8.0038809133888442e+00
1.9205454340625000e+14 9.4142770824280435e-04 8.5745659629736117e+00
1.9257501642361109e+14 8.7701045945522084e-04 9.1609887913498191e+00
1.9309548944097222e+14 8.3865114316782768e-04 9.7942474416065490e+00
1.9361596245833331e+14 8.0601308006266381e-04 1.0423636352767380e+01
1.9413643547569444e+14 8.2011352028740661e-04 1.1010426452051279e+01
1.9465690849305556e+14 8.2968996030543813e-04 1.1559016616813961e+01
1.9517738151041666e+14 8.3817240336034554e-04 1.2021111877270515e+01
1.9569785452777778e+14 8.3450207895699317e-04 1.2449091971798552e+01
1.9621832754513888e+14 8.0299089705334161e-04 1.2807420811588402e+01
1.9673880056250000e+14 7.7463304096288526e-04 1.3136693587424384e+01
1.9725927357986109e+14 7.2248946403574818e-04 1.3428265806763878e+01
1.9777974659722222e+14 6.8741354909759487e-04 1.3704494804004900e+01
1.9830021961458331e+14 6.3091222781402943e-04 1.3996247006723976e+01
1.9882069263194444e+14 5.7874645422341939e-04 1.4304450071758222e+01
1.9934116564930553e+14 4.9265533711529026e-04 1.4702926148423353e+01
1.9986163866666666e+14 3.8897146352462965e-04 1.5186794474845845e+01
("port 2","mode 1",1,"port 3",1,"transmission")
(25, 3)
1.8737028625000000e+14 2.7562302927629306e-01 2.5185386851640552e+00
1.8789075926736112e+14 2.7049210010269981e-01 2.9462675540614973e+00
1.8841123228472222e+14 2.6458179465045084e-01 3.3803196592835842e+00
1.8893170530208334e+14 2.5903578594827548e-01 3.8091741757601540e+00
1.8945217831944444e+14 2.5372908546508921e-01 4.2431167582793705e+00
1.8997265133680556e+14 2.4800011703693392e-01 4.6743789285985189e+00
1.9049312435416666e+14 2.4299659573399235e-01 5.1071227918714612e+00
1.9101359737152778e+14 2.3747609278575738e-01 5.5412173708001715e+00
1.9153407038888888e+14 2.3240752258393022e-01 5.9728013958222039e+00
1.9205454340625000e+14 2.2742043718821703e-01 6.4089651671919468e+00
1.9257501642361109e+14 2.2207732598614288e-01 6.8405285373500275e+00
1.9309548944097222e+14 2.1770681558507393e-01 7.2771822338423320e+00
