["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 2","mode 1",1,"port 2",1,"transmission")
(27, 3)
1.8841123228472222e+14 1.3869896955324363e-03 -2.0549566390940228e+00
1.8893170530208334e+14 1.1770012980333294e-03 -1.7351070196738962e+00
1.8945217831944444e+14 9.9101496486713510e-04 -1.4714132264258837e+00
1.8997265133680556e+14 8.6156703202930763e-04 -1.2177398916931121e+00
1.9049312435416666e+14 8.0795412970549379e-04 -9.8067471381564919e-01
1.9101359737152778e+14 8.3006734302880152e-04 -6.5121241025910181e-01
1.9153407038888888e+14 8.8539578575365417e-04 -2.6040430625436828e-01
1.9205454340625000e+14 9.9331314872588990e-04 2.0843167511130536e-01
1.9257501642361109e+14 1.1035539895014668e-03 7.0125408808616840e-01
1.9309548944097222e+14 1.2525272744521646e-03 1.1929518316627385e+00
1.9359660086208747e+14 1.3791666915673149e-03 1.6656436864207613e+00
