["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","BOTTOM"]
["port 4","BOTTOM"]
("port 1","mode 1",1,"port 1",1,"transmission")
(27, 3)
1.9205454340625000e+14 3.3881638927284968e-01 6.3790616841851717e+00
1.9257501642361109e+14 3.3210571131633654e-01 6.8107944881964730e+00
1.9309548944097222e+14 3.2669021569097395e-01 7.2467631092859222e+00
1.9359660086208747e+14 3.1987141762192817e-01 7.6638543568541220e+00
1.9361596245833331e+14 3.1965977790628525e-01 7.6798438863168270e+00
1.9363532405457916e+14 3.1945420733385566e-01 7.6958388640762561e+00
1.9413643547569444e+14 3.1470856897721067e-01 8.1150716038698967e+00
1.9465690849305556e+14 3.0773750381074666e-01 8.5503018179466732e+00
1.9517738151041666e+14 3.0284110872066483e-01 8.9843441954103103e+00
1.9569785452777778e+14 2.9636117871348333e-01 9.4215085263137563e+00
1.9621832754513888e+14 2.9118093435247261e-01 9.8549701387816047e+00
1.9673880056250000e+14 2.8542872085332804e-01 1.0292898709358857e+01
1.9725927357986109e+14 2.7989769506950096e-01 1.0727077388304629e+01
1.9777974659722222e+14 2.7478238516210790e-01 1.1164288648505496e+01
1.9830021961458331e+14 2.6913858921896794e-01 1.1600357879905349e+01
1.9882069263194444e+14 2.6431242105378117e-01 1.2035919252090643e+01
1.9934116564930553e+14 2.5895210661080087e-01 1.2474171692510298e+01
1.9986163866666666e+14 2.5402634131041080e-01 1.2908281405023363e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(27, 3)
1.8737028625000000e+14 1.5165560304408890e-03 5.9016926699126004e-01
1.8789075926736112e+14 1.2672969602231100e-03 9.4892646305991502e-01
1.8841123228472222e+14 9.7599364469910528e-04 1.2468905193226709e+00
1.8893170530208334e+14 6.8529660857128696e-04 1.4537160174606356e+00
1.8945217831944444e+14 5.1209127962068652e-04 1.4089928787928816e+00
1.8997265133680556e+14 5.1299875458026163e-04 1.3540751462560179e+00
1.9049312435416666e+14 6.2385838651277711e-04 1.5100493217965616e+00
1.9101359737152778e+14 7.3050972816225343e-04 1.9182490106237564e+00
1.9153407038888888e+14 8.1054356139850510e-04 2.4118355616733216e+00
1.9205454340625000e+14 8.9074318459423263e-04 2.9940289800564326e+00
1.9257501642361109e+14 9.4984364939767736e-04 3.5842171400999705e+00
1.9309548944097222e+14 1.0366323639382112e-03 4.1609857812917426e+00
1.9359660086208747e+14 1.0923126389956368e-03 4.6966874415258468e+00
1.9361596245833331e+14 1.0938862515384074e-03 4.7160226366244835e+00
1.9363532405457916e+14 1.0954596896183937e-03 4.7352538914119418e+00
1.9413643547569444e+14 1.1393203235894758e-03 5.2118214972107193e+00
